"Time","Buses.On.Route","RouteID"
"1372827720","0","38B"
"1372827780","0","38B"
"1372827840","0","38B"
"1372827900","0","38B"
"1372827960","0","38B"
"1372828020","0","38B"
"1372828080","0","38B"
"1372828140","0","38B"
"1372828200","0","38B"
"1372828260","0","38B"
"1372828320","0","38B"
"1372828380","0","38B"
"1372828440","0","38B"
"1372828500","0","38B"
"1372828560","0","38B"
"1372828620","0","38B"
"1372828680","0","38B"
"1372828740","0","38B"
"1372828800","0","38B"
"1372828860","0","38B"
"1372828920","0","38B"
"1372828980","0","38B"
"1372829040","0","38B"
"1372829100","0","38B"
"1372829160","0","38B"
"1372829220","0","38B"
"1372829280","0","38B"
"1372829340","0","38B"
"1372829400","0","38B"
"1372829460","0","38B"
"1372829520","0","38B"
"1372829580","0","38B"
"1372829640","0","38B"
"1372829700","0","38B"
"1372829760","0","38B"
"1372829820","0","38B"
"1372829880","0","38B"
"1372829940","0","38B"
"1372830000","0","38B"
"1372830060","0","38B"
"1372830120","0","38B"
"1372830180","0","38B"
"1372830240","0","38B"
"1372830300","0","38B"
"1372830360","0","38B"
"1372830420","0","38B"
"1372830480","0","38B"
"1372830540","0","38B"
"1372830600","0","38B"
"1372830660","0","38B"
"1372830720","0","38B"
"1372830780","0","38B"
"1372830840","0","38B"
"1372830900","0","38B"
"1372830960","0","38B"
"1372831020","0","38B"
"1372831080","0","38B"
"1372831140","0","38B"
"1372831200","0","38B"
"1372831260","0","38B"
"1372831320","0","38B"
"1372831380","0","38B"
"1372831440","0","38B"
"1372831500","0","38B"
"1372831560","0","38B"
"1372831620","0","38B"
"1372831680","0","38B"
"1372831740","0","38B"
"1372831800","0","38B"
"1372831860","0","38B"
"1372831920","0","38B"
"1372831980","0","38B"
"1372832040","0","38B"
"1372832100","0","38B"
"1372832160","0","38B"
"1372832220","0","38B"
"1372832280","0","38B"
"1372832340","0","38B"
"1372832400","0","38B"
"1372832460","0","38B"
"1372832520","0","38B"
"1372832580","0","38B"
"1372832640","0","38B"
"1372832700","0","38B"
"1372832760","0","38B"
"1372832820","0","38B"
"1372832880","0","38B"
"1372832940","0","38B"
"1372833000","0","38B"
"1372833060","0","38B"
"1372833120","0","38B"
"1372833180","0","38B"
"1372833240","0","38B"
"1372833300","0","38B"
"1372833360","0","38B"
"1372833420","0","38B"
"1372833480","0","38B"
"1372833540","0","38B"
"1372833600","0","38B"
"1372833660","0","38B"
"1372833720","0","38B"
"1372833780","0","38B"
"1372833840","0","38B"
"1372833900","0","38B"
"1372833960","0","38B"
"1372834020","0","38B"
"1372834080","0","38B"
"1372834140","0","38B"
"1372834200","0","38B"
"1372834260","0","38B"
"1372834320","0","38B"
"1372834380","0","38B"
"1372834440","0","38B"
"1372834500","0","38B"
"1372834560","0","38B"
"1372834620","0","38B"
"1372834680","0","38B"
"1372834740","0","38B"
"1372834800","0","38B"
"1372834860","0","38B"
"1372834920","0","38B"
"1372834980","0","38B"
"1372835040","0","38B"
"1372835100","0","38B"
"1372835160","0","38B"
"1372835220","0","38B"
"1372835280","0","38B"
"1372835340","0","38B"
"1372835400","0","38B"
"1372835460","0","38B"
"1372835520","0","38B"
"1372835580","0","38B"
"1372835640","0","38B"
"1372835700","0","38B"
"1372835760","0","38B"
"1372835820","0","38B"
"1372835880","0","38B"
"1372835940","0","38B"
"1372836000","0","38B"
"1372836060","0","38B"
"1372836120","0","38B"
"1372836180","0","38B"
"1372836240","0","38B"
"1372836300","0","38B"
"1372836360","0","38B"
"1372836420","0","38B"
"1372836480","0","38B"
"1372836540","0","38B"
"1372836600","0","38B"
"1372836660","0","38B"
"1372836720","0","38B"
"1372836780","0","38B"
"1372836840","0","38B"
"1372836900","0","38B"
"1372836960","0","38B"
"1372837020","0","38B"
"1372837080","0","38B"
"1372837140","0","38B"
"1372837200","0","38B"
"1372837260","0","38B"
"1372837320","0","38B"
"1372837380","0","38B"
"1372837440","0","38B"
"1372837500","0","38B"
"1372837560","0","38B"
"1372837620","0","38B"
"1372837680","0","38B"
"1372837740","0","38B"
"1372837800","0","38B"
"1372837860","0","38B"
"1372837920","0","38B"
"1372837980","0","38B"
"1372838040","0","38B"
"1372838100","0","38B"
"1372838160","0","38B"
"1372838220","0","38B"
"1372838280","0","38B"
"1372838340","0","38B"
"1372838400","0","38B"
"1372838460","0","38B"
"1372838520","0","38B"
"1372838580","0","38B"
"1372838640","0","38B"
"1372838700","0","38B"
"1372838760","0","38B"
"1372838820","0","38B"
"1372838880","0","38B"
"1372838940","0","38B"
"1372839000","0","38B"
"1372839060","0","38B"
"1372839120","0","38B"
"1372839180","0","38B"
"1372839240","0","38B"
"1372839300","0","38B"
"1372839360","0","38B"
"1372839420","0","38B"
"1372839480","0","38B"
"1372839540","0","38B"
"1372839600","0","38B"
"1372839660","0","38B"
"1372839720","0","38B"
"1372839780","0","38B"
"1372839840","0","38B"
"1372839900","0","38B"
"1372839960","0","38B"
"1372840020","0","38B"
"1372840080","0","38B"
"1372840140","0","38B"
"1372840200","0","38B"
"1372840260","0","38B"
"1372840320","0","38B"
"1372840380","0","38B"
"1372840440","0","38B"
"1372840500","0","38B"
"1372840560","0","38B"
"1372840620","0","38B"
"1372840680","0","38B"
"1372840740","0","38B"
"1372840800","0","38B"
"1372840860","0","38B"
"1372840920","0","38B"
"1372840980","0","38B"
"1372841040","0","38B"
"1372841100","0","38B"
"1372841160","0","38B"
"1372841220","0","38B"
"1372841280","0","38B"
"1372841340","0","38B"
"1372841400","0","38B"
"1372841460","0","38B"
"1372841520","0","38B"
"1372841580","0","38B"
"1372841640","0","38B"
"1372841700","0","38B"
"1372841760","0","38B"
"1372841820","0","38B"
"1372841880","0","38B"
"1372841940","0","38B"
"1372842000","0","38B"
"1372842060","0","38B"
"1372842120","0","38B"
"1372842180","0","38B"
"1372842240","0","38B"
"1372842300","0","38B"
"1372842360","0","38B"
"1372842420","0","38B"
"1372842480","0","38B"
"1372842540","0","38B"
"1372842600","0","38B"
"1372842660","0","38B"
"1372842720","0","38B"
"1372842780","0","38B"
"1372842840","0","38B"
"1372842900","0","38B"
"1372842960","0","38B"
"1372843020","0","38B"
"1372843080","0","38B"
"1372843140","0","38B"
"1372843200","2","38B"
"1372843260","2","38B"
"1372843320","2","38B"
"1372843380","2","38B"
"1372843440","2","38B"
"1372843500","4","38B"
"1372843560","4","38B"
"1372843620","4","38B"
"1372843680","4","38B"
"1372843740","4","38B"
"1372843800","4","38B"
"1372843860","4","38B"
"1372843920","4","38B"
"1372843980","4","38B"
"1372844040","4","38B"
"1372844100","4","38B"
"1372844160","4","38B"
"1372844220","4","38B"
"1372844280","4","38B"
"1372844340","4","38B"
"1372844400","4","38B"
"1372844460","4","38B"
"1372844520","4","38B"
"1372844580","4","38B"
"1372844640","4","38B"
"1372844700","6","38B"
"1372844760","6","38B"
"1372844820","6","38B"
"1372844880","6","38B"
"1372844940","6","38B"
"1372845000","4","38B"
"1372845060","4","38B"
"1372845120","4","38B"
"1372845180","4","38B"
"1372845240","4","38B"
"1372845300","6","38B"
"1372845360","6","38B"
"1372845420","4","38B"
"1372845480","4","38B"
"1372845540","4","38B"
"1372845600","4","38B"
"1372845660","4","38B"
"1372845720","4","38B"
"1372845780","4","38B"
"1372845840","4","38B"
"1372845900","4","38B"
"1372845960","4","38B"
"1372846020","4","38B"
"1372846080","4","38B"
"1372846140","4","38B"
"1372846200","6","38B"
"1372846260","6","38B"
"1372846320","6","38B"
"1372846380","6","38B"
"1372846440","6","38B"
"1372846500","6","38B"
"1372846560","6","38B"
"1372846620","6","38B"
"1372846680","6","38B"
"1372846740","6","38B"
"1372846800","6","38B"
"1372846860","6","38B"
"1372846920","6","38B"
"1372846980","6","38B"
"1372847040","6","38B"
"1372847100","8","38B"
"1372847160","8","38B"
"1372847220","6","38B"
"1372847280","6","38B"
"1372847340","6","38B"
"1372847400","6","38B"
"1372847460","6","38B"
"1372847520","6","38B"
"1372847580","6","38B"
"1372847640","6","38B"
"1372847700","6","38B"
"1372847760","6","38B"
"1372847820","6","38B"
"1372847880","8","38B"
"1372847940","8","38B"
"1372848000","10","38B"
"1372848060","10","38B"
"1372848120","8","38B"
"1372848180","8","38B"
"1372848240","8","38B"
"1372848300","8","38B"
"1372848360","8","38B"
"1372848420","8","38B"
"1372848480","8","38B"
"1372848540","8","38B"
"1372848600","6","38B"
"1372848660","6","38B"
"1372848720","6","38B"
"1372848780","8","38B"
"1372848840","8","38B"
"1372848900","8","38B"
"1372848960","8","38B"
"1372849020","6","38B"
"1372849080","6","38B"
"1372849140","6","38B"
"1372849200","8","38B"
"1372849260","8","38B"
"1372849320","8","38B"
"1372849380","8","38B"
"1372849440","8","38B"
"1372849500","10","38B"
"1372849560","10","38B"
"1372849620","10","38B"
"1372849680","10","38B"
"1372849740","10","38B"
"1372849800","10","38B"
"1372849860","10","38B"
"1372849920","10","38B"
"1372849980","12","38B"
"1372850040","12","38B"
"1372850100","10","38B"
"1372850160","8","38B"
"1372850220","10","38B"
"1372850280","10","38B"
"1372850340","10","38B"
"1372850400","10","38B"
"1372850460","10","38B"
"1372850520","10","38B"
"1372850580","10","38B"
"1372850640","10","38B"
"1372850700","12","38B"
"1372850760","12","38B"
"1372850820","12","38B"
"1372850880","12","38B"
"1372850940","14","38B"
"1372851000","14","38B"
"1372851060","12","38B"
"1372851120","12","38B"
"1372851180","12","38B"
"1372851240","12","38B"
"1372851300","10","38B"
"1372851360","10","38B"
"1372851420","12","38B"
"1372851480","12","38B"
"1372851540","12","38B"
"1372851600","12","38B"
"1372851660","14","38B"
"1372851720","14","38B"
"1372851780","12","38B"
"1372851840","12","38B"
"1372851900","12","38B"
"1372851960","12","38B"
"1372852020","12","38B"
"1372852080","12","38B"
"1372852140","14","38B"
"1372852200","14","38B"
"1372852260","16","38B"
"1372852320","16","38B"
"1372852380","16","38B"
"1372852440","16","38B"
"1372852500","14","38B"
"1372852560","14","38B"
"1372852620","12","38B"
"1372852680","12","38B"
"1372852740","12","38B"
"1372852800","12","38B"
"1372852860","14","38B"
"1372852920","14","38B"
"1372852980","16","38B"
"1372853040","16","38B"
"1372853100","16","38B"
"1372853160","16","38B"
"1372853220","14","38B"
"1372853280","14","38B"
"1372853340","12","38B"
"1372853400","12","38B"
"1372853460","12","38B"
"1372853520","12","38B"
"1372853580","14","38B"
"1372853640","14","38B"
"1372853700","16","38B"
"1372853760","16","38B"
"1372853820","16","38B"
"1372853880","16","38B"
"1372853940","14","38B"
"1372854000","14","38B"
"1372854060","12","38B"
"1372854120","12","38B"
"1372854180","12","38B"
"1372854240","12","38B"
"1372854300","14","38B"
"1372854360","14","38B"
"1372854420","16","38B"
"1372854480","16","38B"
"1372854540","16","38B"
"1372854600","16","38B"
"1372854660","16","38B"
"1372854720","16","38B"
"1372854780","14","38B"
"1372854840","14","38B"
"1372854900","12","38B"
"1372854960","12","38B"
"1372855020","12","38B"
"1372855080","12","38B"
"1372855140","14","38B"
"1372855200","16","38B"
"1372855260","16","38B"
"1372855320","16","38B"
"1372855380","16","38B"
"1372855440","16","38B"
"1372855500","14","38B"
"1372855560","14","38B"
"1372855620","12","38B"
"1372855680","12","38B"
"1372855740","12","38B"
"1372855800","12","38B"
"1372855860","14","38B"
"1372855920","14","38B"
"1372855980","14","38B"
"1372856040","14","38B"
"1372856100","16","38B"
"1372856160","16","38B"
"1372856220","14","38B"
"1372856280","14","38B"
"1372856340","12","38B"
"1372856400","12","38B"
"1372856460","12","38B"
"1372856520","12","38B"
"1372856580","12","38B"
"1372856640","12","38B"
"1372856700","14","38B"
"1372856760","14","38B"
"1372856820","14","38B"
"1372856880","14","38B"
"1372856940","12","38B"
"1372857000","12","38B"
"1372857060","10","38B"
"1372857120","10","38B"
"1372857180","10","38B"
"1372857240","10","38B"
"1372857300","12","38B"
"1372857360","12","38B"
"1372857420","12","38B"
"1372857480","12","38B"
"1372857540","12","38B"
"1372857600","12","38B"
"1372857660","12","38B"
"1372857720","12","38B"
"1372857780","10","38B"
"1372857840","8","38B"
"1372857900","10","38B"
"1372857960","10","38B"
"1372858020","10","38B"
"1372858080","10","38B"
"1372858140","10","38B"
"1372858200","10","38B"
"1372858260","8","38B"
"1372858320","8","38B"
"1372858380","8","38B"
"1372858440","8","38B"
"1372858500","10","38B"
"1372858560","8","38B"
"1372858620","8","38B"
"1372858680","8","38B"
"1372858740","8","38B"
"1372858800","8","38B"
"1372858860","8","38B"
"1372858920","8","38B"
"1372858980","8","38B"
"1372859040","8","38B"
"1372859100","10","38B"
"1372859160","10","38B"
"1372859220","10","38B"
"1372859280","10","38B"
"1372859340","10","38B"
"1372859400","8","38B"
"1372859460","6","38B"
"1372859520","6","38B"
"1372859580","6","38B"
"1372859640","6","38B"
"1372859700","8","38B"
"1372859760","8","38B"
"1372859820","8","38B"
"1372859880","8","38B"
"1372859940","8","38B"
"1372860000","8","38B"
"1372860060","8","38B"
"1372860120","8","38B"
"1372860180","8","38B"
"1372860240","8","38B"
"1372860300","10","38B"
"1372860360","10","38B"
"1372860420","10","38B"
"1372860480","10","38B"
"1372860540","10","38B"
"1372860600","8","38B"
"1372860660","6","38B"
"1372860720","6","38B"
"1372860780","6","38B"
"1372860840","6","38B"
"1372860900","8","38B"
"1372860960","8","38B"
"1372861020","8","38B"
"1372861080","8","38B"
"1372861140","8","38B"
"1372861200","8","38B"
"1372861260","8","38B"
"1372861320","6","38B"
"1372861380","6","38B"
"1372861440","6","38B"
"1372861500","8","38B"
"1372861560","8","38B"
"1372861620","8","38B"
"1372861680","8","38B"
"1372861740","8","38B"
"1372861800","8","38B"
"1372861860","6","38B"
"1372861920","6","38B"
"1372861980","6","38B"
"1372862040","6","38B"
"1372862100","8","38B"
"1372862160","8","38B"
"1372862220","8","38B"
"1372862280","8","38B"
"1372862340","8","38B"
"1372862400","8","38B"
"1372862460","8","38B"
"1372862520","6","38B"
"1372862580","6","38B"
"1372862640","6","38B"
"1372862700","8","38B"
"1372862760","8","38B"
"1372862820","8","38B"
"1372862880","8","38B"
"1372862940","8","38B"
"1372863000","8","38B"
"1372863060","6","38B"
"1372863120","6","38B"
"1372863180","6","38B"
"1372863240","6","38B"
"1372863300","8","38B"
"1372863360","8","38B"
"1372863420","8","38B"
"1372863480","8","38B"
"1372863540","8","38B"
"1372863600","8","38B"
"1372863660","8","38B"
"1372863720","6","38B"
"1372863780","6","38B"
"1372863840","6","38B"
"1372863900","8","38B"
"1372863960","8","38B"
"1372864020","8","38B"
"1372864080","8","38B"
"1372864140","8","38B"
"1372864200","8","38B"
"1372864260","6","38B"
"1372864320","6","38B"
"1372864380","6","38B"
"1372864440","6","38B"
"1372864500","8","38B"
"1372864560","8","38B"
"1372864620","8","38B"
"1372864680","8","38B"
"1372864740","8","38B"
"1372864800","8","38B"
"1372864860","8","38B"
"1372864920","6","38B"
"1372864980","6","38B"
"1372865040","6","38B"
"1372865100","8","38B"
"1372865160","8","38B"
"1372865220","8","38B"
"1372865280","8","38B"
"1372865340","8","38B"
"1372865400","8","38B"
"1372865460","6","38B"
"1372865520","6","38B"
"1372865580","6","38B"
"1372865640","6","38B"
"1372865700","8","38B"
"1372865760","8","38B"
"1372865820","8","38B"
"1372865880","8","38B"
"1372865940","8","38B"
"1372866000","8","38B"
"1372866060","8","38B"
"1372866120","6","38B"
"1372866180","6","38B"
"1372866240","6","38B"
"1372866300","8","38B"
"1372866360","8","38B"
"1372866420","8","38B"
"1372866480","8","38B"
"1372866540","8","38B"
"1372866600","8","38B"
"1372866660","6","38B"
"1372866720","6","38B"
"1372866780","6","38B"
"1372866840","6","38B"
"1372866900","8","38B"
"1372866960","8","38B"
"1372867020","8","38B"
"1372867080","8","38B"
"1372867140","8","38B"
"1372867200","8","38B"
"1372867260","8","38B"
"1372867320","6","38B"
"1372867380","6","38B"
"1372867440","6","38B"
"1372867500","8","38B"
"1372867560","8","38B"
"1372867620","8","38B"
"1372867680","8","38B"
"1372867740","8","38B"
"1372867800","8","38B"
"1372867860","6","38B"
"1372867920","6","38B"
"1372867980","6","38B"
"1372868040","6","38B"
"1372868100","8","38B"
"1372868160","8","38B"
"1372868220","8","38B"
"1372868280","8","38B"
"1372868340","8","38B"
"1372868400","8","38B"
"1372868460","8","38B"
"1372868520","8","38B"
"1372868580","8","38B"
"1372868640","8","38B"
"1372868700","10","38B"
"1372868760","8","38B"
"1372868820","8","38B"
"1372868880","8","38B"
"1372868940","8","38B"
"1372869000","8","38B"
"1372869060","8","38B"
"1372869120","8","38B"
"1372869180","8","38B"
"1372869240","8","38B"
"1372869300","10","38B"
"1372869360","10","38B"
"1372869420","8","38B"
"1372869480","8","38B"
"1372869540","8","38B"
"1372869600","8","38B"
"1372869660","8","38B"
"1372869720","8","38B"
"1372869780","8","38B"
"1372869840","8","38B"
"1372869900","10","38B"
"1372869960","8","38B"
"1372870020","8","38B"
"1372870080","8","38B"
"1372870140","8","38B"
"1372870200","8","38B"
"1372870260","8","38B"
"1372870320","8","38B"
"1372870380","8","38B"
"1372870440","8","38B"
"1372870500","10","38B"
"1372870560","10","38B"
"1372870620","8","38B"
"1372870680","8","38B"
"1372870740","8","38B"
"1372870800","8","38B"
"1372870860","8","38B"
"1372870920","8","38B"
"1372870980","8","38B"
"1372871040","8","38B"
"1372871100","10","38B"
"1372871160","8","38B"
"1372871220","8","38B"
"1372871280","8","38B"
"1372871340","8","38B"
"1372871400","8","38B"
"1372871460","8","38B"
"1372871520","8","38B"
"1372871580","8","38B"
"1372871640","8","38B"
"1372871700","10","38B"
"1372871760","10","38B"
"1372871820","8","38B"
"1372871880","8","38B"
"1372871940","8","38B"
"1372872000","8","38B"
"1372872060","8","38B"
"1372872120","8","38B"
"1372872180","8","38B"
"1372872240","8","38B"
"1372872300","10","38B"
"1372872360","8","38B"
"1372872420","8","38B"
"1372872480","8","38B"
"1372872540","8","38B"
"1372872600","8","38B"
"1372872660","8","38B"
"1372872720","8","38B"
"1372872780","8","38B"
"1372872840","8","38B"
"1372872900","10","38B"
"1372872960","10","38B"
"1372873020","8","38B"
"1372873080","8","38B"
"1372873140","8","38B"
"1372873200","8","38B"
"1372873260","8","38B"
"1372873320","8","38B"
"1372873380","8","38B"
"1372873440","8","38B"
"1372873500","10","38B"
"1372873560","8","38B"
"1372873620","8","38B"
"1372873680","8","38B"
"1372873740","8","38B"
"1372873800","8","38B"
"1372873860","8","38B"
"1372873920","8","38B"
"1372873980","8","38B"
"1372874040","8","38B"
"1372874100","10","38B"
"1372874160","10","38B"
"1372874220","8","38B"
"1372874280","8","38B"
"1372874340","8","38B"
"1372874400","8","38B"
"1372874460","8","38B"
"1372874520","8","38B"
"1372874580","8","38B"
"1372874640","8","38B"
"1372874700","10","38B"
"1372874760","8","38B"
"1372874820","8","38B"
"1372874880","8","38B"
"1372874940","8","38B"
"1372875000","8","38B"
"1372875060","8","38B"
"1372875120","8","38B"
"1372875180","8","38B"
"1372875240","8","38B"
"1372875300","10","38B"
"1372875360","10","38B"
"1372875420","8","38B"
"1372875480","8","38B"
"1372875540","8","38B"
"1372875600","8","38B"
"1372875660","8","38B"
"1372875720","8","38B"
"1372875780","8","38B"
"1372875840","8","38B"
"1372875900","10","38B"
"1372875960","8","38B"
"1372876020","8","38B"
"1372876080","8","38B"
"1372876140","8","38B"
"1372876200","8","38B"
"1372876260","8","38B"
"1372876320","8","38B"
"1372876380","8","38B"
"1372876440","8","38B"
"1372876500","10","38B"
"1372876560","10","38B"
"1372876620","8","38B"
"1372876680","8","38B"
"1372876740","8","38B"
"1372876800","8","38B"
"1372876860","8","38B"
"1372876920","8","38B"
"1372876980","8","38B"
"1372877040","8","38B"
"1372877100","10","38B"
"1372877160","8","38B"
"1372877220","8","38B"
"1372877280","8","38B"
"1372877340","8","38B"
"1372877400","8","38B"
"1372877460","8","38B"
"1372877520","8","38B"
"1372877580","8","38B"
"1372877640","8","38B"
"1372877700","10","38B"
"1372877760","10","38B"
"1372877820","8","38B"
"1372877880","8","38B"
"1372877940","8","38B"
"1372878000","8","38B"
"1372878060","8","38B"
"1372878120","8","38B"
"1372878180","8","38B"
"1372878240","8","38B"
"1372878300","10","38B"
"1372878360","8","38B"
"1372878420","8","38B"
"1372878480","8","38B"
"1372878540","8","38B"
"1372878600","8","38B"
"1372878660","8","38B"
"1372878720","8","38B"
"1372878780","8","38B"
"1372878840","8","38B"
"1372878900","14","38B"
"1372878960","14","38B"
"1372879020","12","38B"
"1372879080","12","38B"
"1372879140","12","38B"
"1372879200","12","38B"
"1372879260","12","38B"
"1372879320","12","38B"
"1372879380","12","38B"
"1372879440","10","38B"
"1372879500","12","38B"
"1372879560","12","38B"
"1372879620","12","38B"
"1372879680","12","38B"
"1372879740","12","38B"
"1372879800","12","38B"
"1372879860","12","38B"
"1372879920","12","38B"
"1372879980","12","38B"
"1372880040","12","38B"
"1372880100","14","38B"
"1372880160","18","38B"
"1372880220","16","38B"
"1372880280","16","38B"
"1372880340","16","38B"
"1372880400","16","38B"
"1372880460","16","38B"
"1372880520","16","38B"
"1372880580","16","38B"
"1372880640","14","38B"
"1372880700","16","38B"
"1372880760","16","38B"
"1372880820","16","38B"
"1372880880","16","38B"
"1372880940","16","38B"
"1372881000","12","38B"
"1372881060","12","38B"
"1372881120","12","38B"
"1372881180","12","38B"
"1372881240","12","38B"
"1372881300","14","38B"
"1372881360","14","38B"
"1372881420","12","38B"
"1372881480","12","38B"
"1372881540","12","38B"
"1372881600","14","38B"
"1372881660","14","38B"
"1372881720","14","38B"
"1372881780","14","38B"
"1372881840","12","38B"
"1372881900","12","38B"
"1372881960","12","38B"
"1372882020","12","38B"
"1372882080","12","38B"
"1372882140","12","38B"
"1372882200","10","38B"
"1372882260","10","38B"
"1372882320","10","38B"
"1372882380","10","38B"
"1372882440","10","38B"
"1372882500","12","38B"
"1372882560","12","38B"
"1372882620","12","38B"
"1372882680","12","38B"
"1372882740","12","38B"
"1372882800","12","38B"
"1372882860","10","38B"
"1372882920","10","38B"
"1372882980","10","38B"
"1372883040","8","38B"
"1372883100","10","38B"
"1372883160","10","38B"
"1372883220","10","38B"
"1372883280","10","38B"
"1372883340","10","38B"
"1372883400","12","38B"
"1372883460","12","38B"
"1372883520","12","38B"
"1372883580","12","38B"
"1372883640","12","38B"
"1372883700","12","38B"
"1372883760","12","38B"
"1372883820","12","38B"
"1372883880","12","38B"
"1372883940","10","38B"
"1372884000","12","38B"
"1372884060","10","38B"
"1372884120","10","38B"
"1372884180","10","38B"
"1372884240","10","38B"
"1372884300","12","38B"
"1372884360","12","38B"
"1372884420","12","38B"
"1372884480","12","38B"
"1372884540","12","38B"
"1372884600","12","38B"
"1372884660","12","38B"
"1372884720","12","38B"
"1372884780","12","38B"
"1372884840","12","38B"
"1372884900","14","38B"
"1372884960","12","38B"
"1372885020","12","38B"
"1372885080","12","38B"
"1372885140","12","38B"
"1372885200","12","38B"
"1372885260","12","38B"
"1372885320","12","38B"
"1372885380","12","38B"
"1372885440","12","38B"
"1372885500","12","38B"
"1372885560","12","38B"
"1372885620","12","38B"
"1372885680","12","38B"
"1372885740","12","38B"
"1372885800","14","38B"
"1372885860","14","38B"
"1372885920","14","38B"
"1372885980","14","38B"
"1372886040","14","38B"
"1372886100","12","38B"
"1372886160","12","38B"
"1372886220","12","38B"
"1372886280","12","38B"
"1372886340","12","38B"
"1372886400","12","38B"
"1372886460","12","38B"
"1372886520","12","38B"
"1372886580","12","38B"
"1372886640","12","38B"
"1372886700","14","38B"
"1372886760","14","38B"
"1372886820","14","38B"
"1372886880","14","38B"
"1372886940","14","38B"
"1372887000","12","38B"
"1372887060","12","38B"
"1372887120","12","38B"
"1372887180","12","38B"
"1372887240","12","38B"
"1372887300","12","38B"
"1372887360","12","38B"
"1372887420","12","38B"
"1372887480","12","38B"
"1372887540","12","38B"
"1372887600","14","38B"
"1372887660","14","38B"
"1372887720","14","38B"
"1372887780","14","38B"
"1372887840","12","38B"
"1372887900","12","38B"
"1372887960","12","38B"
"1372888020","12","38B"
"1372888080","12","38B"
"1372888140","12","38B"
"1372888200","12","38B"
"1372888260","12","38B"
"1372888320","12","38B"
"1372888380","12","38B"
"1372888440","12","38B"
"1372888500","14","38B"
"1372888560","14","38B"
"1372888620","14","38B"
"1372888680","14","38B"
"1372888740","12","38B"
"1372888800","10","38B"
"1372888860","10","38B"
"1372888920","10","38B"
"1372888980","10","38B"
"1372889040","10","38B"
"1372889100","12","38B"
"1372889160","12","38B"
"1372889220","12","38B"
"1372889280","12","38B"
"1372889340","12","38B"
"1372889400","14","38B"
"1372889460","14","38B"
"1372889520","14","38B"
"1372889580","14","38B"
"1372889640","12","38B"
"1372889700","10","38B"
"1372889760","10","38B"
"1372889820","10","38B"
"1372889880","10","38B"
"1372889940","10","38B"
"1372890000","10","38B"
"1372890060","10","38B"
"1372890120","10","38B"
"1372890180","10","38B"
"1372890240","10","38B"
"1372890300","14","38B"
"1372890360","14","38B"
"1372890420","14","38B"
"1372890480","14","38B"
"1372890540","12","38B"
"1372890600","10","38B"
"1372890660","10","38B"
"1372890720","10","38B"
"1372890780","10","38B"
"1372890840","10","38B"
"1372890900","10","38B"
"1372890960","10","38B"
"1372891020","10","38B"
"1372891080","10","38B"
"1372891140","10","38B"
"1372891200","12","38B"
"1372891260","10","38B"
"1372891320","10","38B"
"1372891380","10","38B"
"1372891440","10","38B"
"1372891500","12","38B"
"1372891560","12","38B"
"1372891620","12","38B"
"1372891680","12","38B"
"1372891740","10","38B"
"1372891800","10","38B"
"1372891860","10","38B"
"1372891920","10","38B"
"1372891980","10","38B"
"1372892040","10","38B"
"1372892100","12","38B"
"1372892160","10","38B"
"1372892220","10","38B"
"1372892280","10","38B"
"1372892340","10","38B"
"1372892400","10","38B"
"1372892460","10","38B"
"1372892520","10","38B"
"1372892580","10","38B"
"1372892640","10","38B"
"1372892700","10","38B"
"1372892760","10","38B"
"1372892820","10","38B"
"1372892880","8","38B"
"1372892940","6","38B"
"1372893000","8","38B"
"1372893060","8","38B"
"1372893120","8","38B"
"1372893180","8","38B"
"1372893240","8","38B"
"1372893300","8","38B"
"1372893360","8","38B"
"1372893420","8","38B"
"1372893480","8","38B"
"1372893540","8","38B"
"1372893600","10","38B"
"1372893660","10","38B"
"1372893720","10","38B"
"1372893780","8","38B"
"1372893840","8","38B"
"1372893900","8","38B"
"1372893960","8","38B"
"1372894020","8","38B"
"1372894080","8","38B"
"1372894140","6","38B"
"1372894200","6","38B"
"1372894260","6","38B"
"1372894320","6","38B"
"1372894380","6","38B"
"1372894440","6","38B"
"1372894500","6","38B"
"1372894560","6","38B"
"1372894620","6","38B"
"1372894680","4","38B"
"1372894740","4","38B"
"1372894800","6","38B"
"1372894860","6","38B"
"1372894920","6","38B"
"1372894980","6","38B"
"1372895040","6","38B"
"1372895100","4","38B"
"1372895160","4","38B"
"1372895220","4","38B"
"1372895280","4","38B"
"1372895340","4","38B"
"1372895400","6","38B"
"1372895460","6","38B"
"1372895520","6","38B"
"1372895580","6","38B"
"1372895640","6","38B"
"1372895700","6","38B"
"1372895760","6","38B"
"1372895820","6","38B"
"1372895880","6","38B"
"1372895940","6","38B"
"1372896000","4","38B"
"1372896060","4","38B"
"1372896120","4","38B"
"1372896180","4","38B"
"1372896240","4","38B"
"1372896300","4","38B"
"1372896360","4","38B"
"1372896420","4","38B"
"1372896480","4","38B"
"1372896540","4","38B"
"1372896600","6","38B"
"1372896660","6","38B"
"1372896720","6","38B"
"1372896780","6","38B"
"1372896840","6","38B"
"1372896900","4","38B"
"1372896960","4","38B"
"1372897020","4","38B"
"1372897080","4","38B"
"1372897140","4","38B"
"1372897200","6","38B"
"1372897260","6","38B"
"1372897320","6","38B"
"1372897380","6","38B"
"1372897440","6","38B"
"1372897500","6","38B"
"1372897560","6","38B"
