"Lat","Lon","Name","Routes","StopID"
38.899723,-77.188897,"","28A","14564"
38.899723,-77.188897,"","28Ac","14564"
38.899723,-77.188897,"","28X","14564"
38.9655,-76.956062,"","C4","9157"
38.9655,-76.956062,"","C4c","9157"
38.9655,-76.956062,"","C4cv1","9157"
38.879551,-76.912949,"","V14","4440"
38.879551,-76.912949,"","V14v1","4440"
38.879551,-76.912949,"","V15","4440"
38.88015,-76.984444,"","M6","12071"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7A","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7Av1","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7Av2","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7F","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7Fv1","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7W","4000472"
38.832962,-77.122586,"#1801 BEAUREGARD ST","7X","4000472"
38.889022,-76.939079,"#4805 TEXAS AVE SE","U5","1003031"
38.889022,-76.939079,"#4805 TEXAS AVE SE","U5v2","1003031"
38.889022,-76.939079,"#4805 TEXAS AVE SE","U6","1003031"
38.889022,-76.939079,"#4805 TEXAS AVE SE","U6v2","1003031"
38.877916,-77.13948,"10TH RD + LIVINGSTON ST","1E","6000459"
38.879669,-77.142766,"10TH RD + MADISON ST","1E","6000490"
38.879562,-77.143339,"10TH RD + MADISON ST","1E","6000488"
38.87898,-77.140871,"10TH RD + PATRICK HENRY DR","1E","6000474"
38.878744,-77.140448,"10TH RD + PATRICK HENRY DR","1E","6000469"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","13G","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","13Gv1","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","63","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","64","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","7Y","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","7Yc","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","7Yv1","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","S2","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","S2v2","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","S2v3","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","S2v5","1000910"
38.893388,-77.026117,"10TH ST + CONSTITUTION AVE","S4","1000910"
38.893768,-77.026057,"10TH ST + CONSTITUTION AVE (63 & 64","D1","17074"
38.893768,-77.026057,"10TH ST + CONSTITUTION AVE (63 & 64","N3","17074"
38.893768,-77.026057,"10TH ST + CONSTITUTION AVE (63 & 64","N3v1","17074"
38.892437,-77.026118,"10TH ST + CONSTITUTION AVE (63 & 64","63","1003570"
38.892437,-77.026118,"10TH ST + CONSTITUTION AVE (63 & 64","64","1003570"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S2","1003432"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S2cv3","1003432"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S2v2","1003432"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S2v3","1003432"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S2v5","1003432"
38.892778,-77.026124,"10TH ST + CONSTITUTION AVE (S2 S4 O","S4","1003432"
38.935588,-76.993132,"10TH ST + MICHIGAN AVE","H6","1002206"
38.935588,-76.993132,"10TH ST + MICHIGAN AVE","H8","1002206"
38.935588,-76.993132,"10TH ST + MICHIGAN AVE","R4","1002206"
38.937204,-76.993694,"10TH ST + PERRY PL","H8","1002242"
38.937095,-76.993526,"10TH ST + PERRY PL","H8","1002234"
38.937095,-76.993526,"10TH ST + PERRY PL","H9","1002234"
38.938709,-76.993231,"10TH ST + RANDOLPH ST","H8","1002280"
38.939265,-76.992797,"10TH ST + RANDOLPH ST","H8","1002281"
38.939265,-76.992797,"10TH ST + RANDOLPH ST","H9","1002281"
38.940067,-76.992581,"10TH ST + SHEPHERD ST","H8","1002306"
38.940067,-76.992581,"10TH ST + SHEPHERD ST","H9","1002306"
38.935823,-76.993071,"10TH ST NE + MICHIGAN AVE NE","H8","1002213"
38.935823,-76.993071,"10TH ST NE + MICHIGAN AVE NE","H9","1002213"
38.893649,-77.025842,"10TH ST NW + PENNSYLVANIA AVE NW (3","32cv4","1003288"
38.893649,-77.025842,"10TH ST NW + PENNSYLVANIA AVE NW (3","32v1","1003288"
38.893649,-77.025842,"10TH ST NW + PENNSYLVANIA AVE NW (3","34","1003288"
38.893649,-77.025842,"10TH ST NW + PENNSYLVANIA AVE NW (3","37","1003288"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A42","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A42v1","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A46","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A46v1","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A48","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","A48v1","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","P6c","1003287"
38.89406,-77.025815,"10TH ST NW + PENNSYLVANIA AVE NW (A","P6v1","1003287"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W2","1000152"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W2v1","1000152"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W2v3","1000152"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W2v4","1000152"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W3","1000152"
38.84399,-76.991549,"11TH PL + ALABAMA AVE","W3v1","1000152"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2c","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2v1","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2v3","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2v4","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W2v5","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W3","1000125"
38.841506,-76.991239,"11TH PL + CONGRESS ST","W3v1","1000125"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2c","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2v1","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2v3","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2v4","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W2v5","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W3","1000141"
38.842862,-76.99149,"11TH PL + SAVANNAH PL","W3v1","1000141"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W2","1000136"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W2v1","1000136"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W2v3","1000136"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W2v4","1000136"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W3","1000136"
38.84262,-76.991316,"11TH PL + SAVANNAH ST","W3v1","1000136"
38.922549,-77.027137,"11TH ST + CLIFTON ST","64","1003050"
38.897671,-77.027201,"11TH ST + F ST","63","1001061"
38.897671,-77.027201,"11TH ST + F ST","64","1001061"
38.897671,-77.027201,"11TH ST + F ST","P6","1001061"
38.897671,-77.027201,"11TH ST + F ST","P6c","1001061"
38.897671,-77.027201,"11TH ST + F ST","S2","1001061"
38.897671,-77.027201,"11TH ST + F ST","S2v2","1001061"
38.897671,-77.027201,"11TH ST + F ST","S2v3","1001061"
38.897671,-77.027201,"11TH ST + F ST","S2v5","1001061"
38.897671,-77.027201,"11TH ST + F ST","S4","1001061"
38.924521,-77.027134,"11TH ST + FAIRMONT ST","64","1003049"
38.920956,-77.027137,"11TH ST + FLORIDA AVE","64","1003051"
38.898147,-77.026907,"11TH ST + G ST","42","1001068"
38.898147,-77.026907,"11TH ST + G ST","63","1001068"
38.898147,-77.026907,"11TH ST + G ST","64","1001068"
38.898147,-77.026907,"11TH ST + G ST","P17","1001068"
38.898147,-77.026907,"11TH ST + G ST","P19","1001068"
38.898147,-77.026907,"11TH ST + G ST","P6","1001068"
38.898147,-77.026907,"11TH ST + G ST","P6v1","1001068"
38.898147,-77.026907,"11TH ST + G ST","S2","1001068"
38.898147,-77.026907,"11TH ST + G ST","S2cv3","1001068"
38.898147,-77.026907,"11TH ST + G ST","S4","1001068"
38.898147,-77.026907,"11TH ST + G ST","W13","1001068"
38.898147,-77.026907,"11TH ST + G ST","W13v1","1001068"
38.926528,-77.027134,"11TH ST + HARVARD ST","64","1003048"
38.901511,-77.027171,"11TH ST + I ST","64","1003466"
38.930572,-77.027862,"11TH ST + LAMONT ST","64","1002058"
38.930572,-77.027862,"11TH ST + LAMONT ST","H8","1002058"
39.006719,-76.775201,"11TH ST + MYRTLE AVE","B27","3002384"
39.006809,-76.775686,"11TH ST + MYRTLE AVE","B27","3002383"
38.910948,-77.026925,"11TH ST + Q ST","63","1001505"
38.910948,-77.026925,"11TH ST + Q ST","64","1001505"
38.912754,-77.027152,"11TH ST + R ST","63","1001558"
38.912754,-77.027152,"11TH ST + R ST","64","1001558"
38.910868,-77.027153,"11TH ST + RHODE ISLAND AVE","63","1001503"
38.910868,-77.027153,"11TH ST + RHODE ISLAND AVE","64","1001503"
38.914301,-77.027178,"11TH ST + S ST","63","1001598"
38.914301,-77.027178,"11TH ST + S ST","64","1001598"
38.917197,-77.027115,"11TH ST + U ST","64","1003053"
38.91894,-77.027114,"11TH ST + W ST","64","1003052"
38.922703,-77.026943,"11TH ST NW + CLIFTON ST","64","1001818"
38.92798,-77.027235,"11TH ST NW + COLUMBUA RD","64","1001980"
38.896388,-77.02718,"11TH ST NW + E ST NW","54","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","54v1","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","63","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","64","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","P6","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","P6c","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","S2","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","S2v2","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","S2v3","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","S2v5","1001018"
38.896388,-77.02718,"11TH ST NW + E ST NW","S4","1001018"
38.896001,-77.026882,"11TH ST NW + E ST NW","16X","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","16Xc","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","16Xv1","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","54","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","54c","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","54cv1","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","63","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","64","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","A11","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","P17","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","P19","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","P6","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","P6v1","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","S2","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","S2cv3","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","S4","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","W13","1000991"
38.896001,-77.026882,"11TH ST NW + E ST NW","W13v1","1000991"
38.923978,-77.026944,"11TH ST NW + EUCLID ST","64","1001857"
38.920623,-77.026897,"11TH ST NW + FLORIDA AVE NW","64","1001768"
38.926051,-77.02694,"11TH ST NW + GIRARD ST","64","1001929"
38.899417,-77.027204,"11TH ST NW + H ST NW","64","1001097"
38.899417,-77.027204,"11TH ST NW + H ST NW","P6","1001097"
38.899417,-77.027204,"11TH ST NW + H ST NW","P6c","1001097"
38.899247,-77.027217,"11TH ST NW + H ST NW","42","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","63","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","64","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","P17","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","P19","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","S2","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","S2cv3","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","S4","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","W13","17455"
38.899247,-77.027217,"11TH ST NW + H ST NW","W13v1","17455"
38.928472,-77.027548,"11TH ST NW + IRVING ST","64","1003047"
38.928472,-77.027548,"11TH ST NW + IRVING ST","H8","1003047"
38.92898,-77.027473,"11TH ST NW + IRVING ST","64","1002008"
38.92898,-77.027473,"11TH ST NW + IRVING ST","H8","1002008"
38.902694,-77.027172,"11TH ST NW + K ST NW","64","1001249"
38.902812,-77.026898,"11TH ST NW + K ST NW","64","1001264"
38.902812,-77.026898,"11TH ST NW + K ST NW","G8","1001264"
38.902812,-77.026898,"11TH ST NW + K ST NW","G8v1","1001264"
38.904294,-77.027154,"11TH ST NW + L ST NW","64","1001300"
38.903611,-77.026905,"11TH ST NW + L ST NW","64","1001284"
38.930356,-77.028014,"11TH ST NW + LAMONT ST","64","1003046"
38.930356,-77.028014,"11TH ST NW + LAMONT ST","H8","1003046"
38.877237,-76.991432,"11TH ST NW + M ST NW","V5","1000521"
38.877237,-76.991432,"11TH ST NW + M ST NW","V7","1000521"
38.877237,-76.991432,"11TH ST NW + M ST NW","V7c","1000521"
38.877237,-76.991432,"11TH ST NW + M ST NW","V7v1","1000521"
38.877237,-76.991432,"11TH ST NW + M ST NW","V8","1000521"
38.877237,-76.991432,"11TH ST NW + M ST NW","V9","1000521"
38.905524,-77.02692,"11TH ST NW + M ST NW","64","1001329"
38.905524,-77.02692,"11TH ST NW + M ST NW","G8","1001329"
38.905524,-77.02692,"11TH ST NW + M ST NW","G8v1","1001329"
38.905831,-77.027154,"11TH ST NW + M ST NW","64","1001341"
38.9071,-77.026914,"11TH ST NW + N ST NW","64","1001366"
38.9071,-77.026914,"11TH ST NW + N ST NW","G8","1001366"
38.9071,-77.026914,"11TH ST NW + N ST NW","G8v1","1001366"
38.90738,-77.027155,"11TH ST NW + N ST NW","64","1001371"
38.909543,-77.026914,"11TH ST NW + P ST NW","64","1001427"
38.909543,-77.026914,"11TH ST NW + P ST NW","G8","1001427"
38.909543,-77.026914,"11TH ST NW + P ST NW","G8v1","1001427"
38.909823,-77.027159,"11TH ST NW + P ST NW","64","1001464"
38.932134,-77.028237,"11TH ST NW + PARK RD","64","1002102"
38.932134,-77.028237,"11TH ST NW + PARK RD","H8","1002102"
38.912473,-77.026925,"11TH ST NW + R ST NW","63","1001545"
38.912473,-77.026925,"11TH ST NW + R ST NW","64","1001545"
38.916833,-77.026968,"11TH ST NW + U ST NW","64","1001668"
38.914561,-77.026921,"11TH ST NW + VERMONT AVE","64","1001611"
38.919425,-77.026967,"11TH ST NW + W ST NW","64","1001743"
38.851832,-76.984726,"12TH PL + BRUCE PL","W6","1000233"
38.851832,-76.984726,"12TH PL + BRUCE PL","W6v1","1000233"
38.851832,-76.984726,"12TH PL + BRUCE PL","W8","1000233"
38.851832,-76.984726,"12TH PL + BRUCE PL","W8c","1000233"
38.851256,-76.985278,"12TH PL + JASPER RD","W6","1000226"
38.851256,-76.985278,"12TH PL + JASPER RD","W6v1","1000226"
38.851256,-76.985278,"12TH PL + JASPER RD","W8","1000226"
38.851256,-76.985278,"12TH PL + JASPER RD","W8c","1000226"
38.943675,-76.990832,"12TH ST (HOSP RDWY) + PROVIDENCE HO","80","1002392"
38.943675,-76.990832,"12TH ST (HOSP RDWY) + PROVIDENCE HO","80c","1002392"
38.945513,-76.990167,"12TH ST + ALLISON ST","80","1002422"
38.945513,-76.990167,"12TH ST + ALLISON ST","80v1","1002422"
38.946131,-76.990319,"12TH ST + BUCHANAN ST","80","1002441"
38.946131,-76.990319,"12TH ST + BUCHANAN ST","80c","1002441"
38.885438,-77.028235,"12TH ST + C ST","52","1000679"
38.885438,-77.028235,"12TH ST + C ST","52v1","1000679"
38.885438,-77.028235,"12TH ST + C ST","52v2","1000679"
38.885438,-77.028235,"12TH ST + C ST","V7","1000679"
38.885438,-77.028235,"12TH ST + C ST","V7c","1000679"
38.885438,-77.028235,"12TH ST + C ST","V9","1000679"
38.893047,-77.027969,"12TH ST + CONSTITUTION AVE","63","11814"
38.893047,-77.027969,"12TH ST + CONSTITUTION AVE","64","11814"
38.893047,-77.027969,"12TH ST + CONSTITUTION AVE","S2","11814"
38.893047,-77.027969,"12TH ST + CONSTITUTION AVE","S2cv3","11814"
38.893047,-77.027969,"12TH ST + CONSTITUTION AVE","S4","11814"
38.892417,-77.028275,"12TH ST + CONSTITUTION AVE","N3","1003571"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","13G","1000901"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","13Gv1","1000901"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","7Y","1000901"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","7Yv1","1000901"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","N3","1000901"
38.893231,-77.02799,"12TH ST + CONSTITUTION AVE","N3v1","1000901"
38.947423,-76.990321,"12TH ST + CRITTENDEN ST","80","1002474"
38.947423,-76.990321,"12TH ST + CRITTENDEN ST","80c","1002474"
38.947167,-76.99016,"12TH ST + CRITTENDEN ST NE","80","1002471"
38.947167,-76.99016,"12TH ST + CRITTENDEN ST NE","80v1","1002471"
38.947167,-76.99016,"12TH ST + CRITTENDEN ST NE","B51","1002471"
38.923699,-76.990373,"12TH ST + DOUGLAS ST","H8","1001854"
38.924229,-76.990248,"12TH ST + EVARTS ST","H8","1001866"
38.924229,-76.990248,"12TH ST + EVARTS ST","H9","1001866"
38.925331,-76.99035,"12TH ST + FRANKLIN ST","H8","1001919"
38.925331,-76.99035,"12TH ST + FRANKLIN ST","H9","1001919"
38.925843,-76.990564,"12TH ST + FRANKLIN ST","H8","1001925"
38.927721,-76.9907,"12TH ST + HAMLIN ST","H8","1001974"
38.927519,-76.990525,"12TH ST + HAMLIN ST","H8","1001963"
38.927519,-76.990525,"12TH ST + HAMLIN ST","H9","1001963"
38.929722,-76.990858,"12TH ST + JACKSON ST","H8","1002040"
38.92947,-76.99068,"12TH ST + JACKSON ST","H8","1002032"
38.92947,-76.99068,"12TH ST + JACKSON ST","H9","1002032"
38.930449,-76.990757,"12TH ST + KEARNEY ST","H8","1002054"
38.930449,-76.990757,"12TH ST + KEARNEY ST","H9","1002054"
38.939244,-76.990165,"12TH ST + MICHIGAN AVE","80","1002288"
38.939244,-76.990165,"12TH ST + MICHIGAN AVE","80v1","1002288"
38.938944,-76.990318,"12TH ST + MICHIGAN AVE","80","1002286"
38.938944,-76.990318,"12TH ST + MICHIGAN AVE","80c","1002286"
38.932721,-76.991095,"12TH ST + MONROE ST","80","1002137"
38.932721,-76.991095,"12TH ST + MONROE ST","80c","1002137"
38.932028,-76.991059,"12TH ST + MONROE ST","H8","1002103"
38.932191,-76.9909,"12TH ST + MONROE ST","H8","1002106"
38.932191,-76.9909,"12TH ST + MONROE ST","H9","1002106"
38.93334,-76.990987,"12TH ST + NEWTON ST","80","1002159"
38.93334,-76.990987,"12TH ST + NEWTON ST","80v1","1002159"
38.93474,-76.991259,"12TH ST + OTIS ST","80","1002187"
38.93474,-76.991259,"12TH ST + OTIS ST","80c","1002187"
38.934296,-76.991062,"12TH ST + OTIS ST","80","1002178"
38.934296,-76.991062,"12TH ST + OTIS ST","80v1","1002178"
38.936557,-76.990964,"12TH ST + PERRY ST","80","1002226"
38.936557,-76.990964,"12TH ST + PERRY ST","80c","1002226"
38.935941,-76.990956,"12TH ST + PERRY ST","80","1002219"
38.935941,-76.990956,"12TH ST + PERRY ST","80v1","1002219"
38.937586,-76.9904,"12TH ST + QUINCY ST","80","1002259"
38.937586,-76.9904,"12TH ST + QUINCY ST","80v1","1002259"
38.937413,-76.990675,"12TH ST + QUINCY ST","80","1002257"
38.937413,-76.990675,"12TH ST + QUINCY ST","80c","1002257"
38.940981,-76.990165,"12TH ST + TAYLOR ST","80","1002326"
38.940981,-76.990165,"12TH ST + TAYLOR ST","80v1","1002326"
38.940885,-76.990317,"12TH ST + TAYLOR ST","80","1002328"
38.940885,-76.990317,"12TH ST + TAYLOR ST","80c","1002328"
38.940885,-76.990317,"12TH ST + TAYLOR ST","B51","1002328"
38.942,-76.990322,"12TH ST + UPSHUR ST","80","1002349"
38.942,-76.990322,"12TH ST + UPSHUR ST","80c","1002349"
38.942,-76.990322,"12TH ST + UPSHUR ST","B51","1002349"
38.943076,-76.990321,"12TH ST + VARNUM ST","80","1002379"
38.943076,-76.990321,"12TH ST + VARNUM ST","80c","1002379"
38.943076,-76.990321,"12TH ST + VARNUM ST","B51","1002379"
38.943139,-76.990167,"12TH ST + VARNUM ST","80","1002381"
38.943139,-76.990167,"12TH ST + VARNUM ST","80v1","1002381"
38.950069,-76.990488,"12TH ST NE + EMERSON ST NE","B51","1003572"
38.948048,-76.990525,"12TH ST NE + SOUTH DAKOTA AVE NE","B51","18105"
38.835903,-76.986899,"13TH ST + #1326","W2","1000090"
38.835903,-76.986899,"13TH ST + #1326","W2v1","1000090"
38.835903,-76.986899,"13TH ST + #1326","W2v3","1000090"
38.835903,-76.986899,"13TH ST + #1326","W2v4","1000090"
38.835903,-76.986899,"13TH ST + #1326","W3","1000090"
38.835903,-76.986899,"13TH ST + #1326","W3v1","1000090"
38.835768,-76.986566,"13TH ST + #1326","W2","1000089"
38.835768,-76.986566,"13TH ST + #1326","W2c","1000089"
38.835768,-76.986566,"13TH ST + #1326","W2v1","1000089"
38.835768,-76.986566,"13TH ST + #1326","W2v3","1000089"
38.835768,-76.986566,"13TH ST + #1326","W2v4","1000089"
38.835768,-76.986566,"13TH ST + #1326","W2v5","1000089"
38.835768,-76.986566,"13TH ST + #1326","W3","1000089"
38.835768,-76.986566,"13TH ST + #1326","W3v1","1000089"
38.90285,-77.029495,"13TH ST + K ST","63","1001258"
38.902818,-77.02976,"13TH ST + K ST (S)","63","1001257"
38.90555,-77.029493,"13TH ST + M ST","63","1001327"
38.90522,-77.029757,"13TH ST + MASSACHUSETTS AVE","63","1001320"
38.906961,-77.029755,"13TH ST + N ST","63","1001364"
38.907016,-77.029493,"13TH ST + N ST","63","1001361"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2c","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2v1","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2v3","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2v4","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W2v5","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W3","1003138"
38.843132,-76.988433,"13TH ST + SAVANNAH ST","W3v1","1003138"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W2","1003137"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W2v1","1003137"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W2v3","1003137"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W2v4","1003137"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W3","1003137"
38.843375,-76.988579,"13TH ST + SAVANNAH ST","W3v1","1003137"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","A2","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","P12","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","P12v4","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W2","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W2v1","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W2v3","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W2v4","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W3","1000077"
38.834055,-76.985262,"13TH ST + SOUTHERN AVE","W3v1","1000077"
38.840975,-76.988579,"13TH ST + TRENTON PL","W2","1000121"
38.840975,-76.988579,"13TH ST + TRENTON PL","W2v1","1000121"
38.840975,-76.988579,"13TH ST + TRENTON PL","W2v3","1000121"
38.840975,-76.988579,"13TH ST + TRENTON PL","W2v4","1000121"
38.840975,-76.988579,"13TH ST + TRENTON PL","W3","1000121"
38.840975,-76.988579,"13TH ST + TRENTON PL","W3v1","1000121"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2c","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2v1","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2v3","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2v4","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W2v5","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W3","1000120"
38.840841,-76.988439,"13TH ST + TRENTON PL","W3v1","1000120"
38.897551,-77.029758,"13TH ST NW + F ST NW","D1","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","D3","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","D6","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","D6v1","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","P17","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","P19","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","W13","1001054"
38.897551,-77.029758,"13TH ST NW + F ST NW","W13c","1001054"
38.89853,-77.029762,"13TH ST NW + G ST NW","D1","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","D3","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","D6","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","D6v1","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","P17","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","P19","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","W13","1001085"
38.89853,-77.029762,"13TH ST NW + G ST NW","W13c","1001085"
38.898163,-77.029485,"13TH ST NW + G ST NW","D1","1001073"
38.898163,-77.029485,"13TH ST NW + G ST NW","D3","1001073"
38.898163,-77.029485,"13TH ST NW + G ST NW","D3c","1001073"
38.898163,-77.029485,"13TH ST NW + G ST NW","D6","1001073"
38.898163,-77.029485,"13TH ST NW + G ST NW","D6c","1001073"
38.89948,-77.02976,"13TH ST NW + H ST NW","D1","1001106"
38.89948,-77.02976,"13TH ST NW + H ST NW","D3","1001106"
38.89948,-77.02976,"13TH ST NW + H ST NW","D6","1001106"
38.89948,-77.02976,"13TH ST NW + H ST NW","D6v1","1001106"
38.899668,-77.02948,"13TH ST NW + H ST NW","D1","1001110"
