"Name","RouteID"
"52 - 52 14TH STREET       (52)","52v2"
"53 - 53 14TH STREET       (52)","53"
"53 - 53 14TH STREET       (52)","53c"
"53 - 53 14TH STREET       (52)","53cv1"
"53 - 53 14TH STREET       (52)","53v1"
"54 - 54 14TH STREET       (52)","54"
"54 - 54 14TH STREET       (52)","54c"
"54 - 54 14TH STREET       (52)","54cv1"
"54 - 54 14TH STREET       (52)","54v1"
"5A - 5A DC-DULLES         (129)","5A"
"60 - 60 FT TOTT-PETWORTH  (43)","60"
"62 - 62 TAKOMA-PETWORTH   (59)","62"
"62 - 62 TAKOMA-PETWORTH   (59)","62vS1"
"63 - 63 TAKOMA-PETWORTH   (59)","63"
"64 - 64 FT TOTT-PETWORTH  (43)","64"
"64 - 64 FT TOTT-PETWORTH  (43)","64v1"
"70 - 70 GA AVE-7TH STREET (118)","70"
"70 - 70 GA AVE-7TH STREET (118)","70v1"
"74 - 74 CONVENTION CTR - S W WATERF","74 NOR"
"74 - 74 CONVENTION CTR - S W WATERF","74 SOU"
"79 - 79 GEORGIA AVE LIMITED(107)","79"
"7A - 7A LINC-N FAIRLNGTON (70)","7A"
"7A - 7A LINC-N FAIRLNGTON (70)","7Ac"
"7A - 7A LINC-N FAIRLNGTON (70)","7Acv1"
"7A - 7A LINC-N FAIRLNGTON (70)","7Av1"
"7A - 7A LINC-N FAIRLNGTON (70)","7Av2"
"7B - 7B LINCOLNIA - PARK CENTER PEN","7B"
"7C - 7C LINCOLNIA - PARK CENTER PEN","7C"
"7E - 7E LINC-N FAIRLNGTON (70)","7E"
"7F - 7F LINC-N FAIRLNGTON (70)","7F"
"7F - 7F LINC-N FAIRLNGTON (70)","7Fv1"
"7H - 7H LINCOLNIA - PARK CENTER PEN","7H"
"7M - 7M MARK CENTER-PENT(80)","7M"
"7M - 7M MARK CENTER-PENT(80)","7Mv"
"7P - 7P LINCOLNIA - PARK CENTER PEN","7P"
"7W - 7W LINCOLNIA - PARK CENTER PEN","7W"
"7X - 7X LINCOLNIA - PARK CENTER PEN","7X"
"7Y - 7Y LINC-N FAIRLNGTON (70)","7Y"
"7Y - 7Y LINC-N FAIRLNGTON (70)","7Yc"
"7Y - 7Y LINC-N FAIRLNGTON (70)","7Yv1"
"80 - 80 NORTH CAPITOL ST  (86)","80"
"80 - 80 NORTH CAPITOL ST  (86)","80c"
"80 - 80 NORTH CAPITOL ST  (86)","80cv1"
"80 - 80 NORTH CAPITOL ST  (86)","80v1"
"81 - 81 COLLEGE PARK     (74)","81"
"82 - 82 COLLEGE PARK     (74)","82"
"83 - 83 COLLEGE PARK     (74)","83"
"84 - 84 RI AVE-NEW CARR   (542)","84"
"84 - 84 RI AVE-NEW CARR   (542)","84v1"
"84 - 84 RI AVE-NEW CARR   (542)","84v4"
"86 - 86 COLLEGE PARK     (74)","86"
"86 - 86 COLLEGE PARK     (74)","86v2"
"87 - 87 LAUREL EXPRESS    (526)","87"
"87 - 87 LAUREL EXPRESS    (526)","87v1"
"88 - 88 LAUREL EXPRESS    (526)","88"
"89 - 89 LAUREL            (525)","89"
"89M - 89M LAUREL            (525)","89M"
"89 - 89 LAUREL            (525)","89v1"
"8S - 8S FOXCHASE-SEM VALL (106)","8S"
"8W - 8W FOXCHASE-SEM VALL (106)","8W"
"8X - 8X FOXCHASE-SEM VALL (106)","8X"
"8Z - 8Z FOXCHASE-SEM VALL (106)","8Z"
"90 - 90 U ST-GARFIELD     (130)","90"
"90 - 90 U ST-GARFIELD     (130)","90c"
"90 - 90 U ST-GARFIELD     (130)","90v1"
"92 - 92 U ST-GARFIELD     (130)","92"
"92 - 92 U ST-GARFIELD     (130)","92c"
"92 - 92 U ST-GARFIELD     (130)","92cv1"
"92 - 92 U ST-GARFIELD     (130)","92v1"
"93 - 93 U ST-GARFIELD     (130)","93"
"93 - 93 U ST-GARFIELD     (130)","93c"
"93 - 93 U ST-GARFIELD     (130)","93cv1"
"93 - 93 U ST-GARFIELD     (130)","93v1"
"93 - 93 U ST-GARFIELD     (130)","93v2"
"94 - 94 STANTON ROAD      (141)","94"
"96 - 96 EAST CAP-CARDOZO  (18)","96"
"96 - 96 EAST CAP-CARDOZO  (18)","96c"
"96 - 96 EAST CAP-CARDOZO  (18)","96cv1"
"96 - 96 EAST CAP-CARDOZO  (18)","96cv3"
"96 - 96 EAST CAP-CARDOZO  (18)","96v1"
"96 - 96 EAST CAP-CARDOZO  (18)","96v2"
"97 - 97 EAST CAP-CARDOZO  (18)","97"
"97 - 97 EAST CAP-CARDOZO  (18)","97vS1"
"9A - 9A HUNT-PENT (31)","9A"
"9A - 9A HUNT-PENT (31)","9Ac"
"9E - 9E HUNT-PENT (31)","9E"
"9E - 9E HUNT-PENT (31)","9Ec"
"9E - 9E HUNT-PENT (31)","9Ecv"
"9E - 9E HUNT-PENT (31)","9Ev1"
"9E - 9E HUNT-PENT (31)","9Ev2"
"9S - 9S CRYSTAL CITY - POTOMAC YARD","9S"
"A11 - A11 M L KING HIGHWAY  (90)","A11"
"A12 - A12 M L KING HIGHWAY  (90)","A12"
"A12 - A12 M L KING HIGHWAY  (90)","A12v2"
"A12 - A12 M L KING HIGHWAY  (90)","A12v3"
"A12 - A12 M L KING HIGHWAY  (90)","A12v4"
"A12 - A12 M L KING HIGHWAY  (90)","A12v5"
"A2 - A2 ANAC-CONG HGTS    (581)","A2"
"A2 - A2 ANAC-CONG HGTS    (581)","A2cvS"
"A2 - A2 ANAC-CONG HGTS    (581)","A2v1"
"A2 - A2 ANAC-CONG HGTS    (581)","A2vS1"
"A31 - A31 ANAC HS (504)","A31"
"A32 - A32 ANAC HS (504)","A32"
"A33 - A33 ANAC HS (504)","A33"
"A4 - A4 ANAC-FORT DRUM    (582)","A4"
"A42 - A42 ANAC-CONG HGTS    (581)","A42"
"A42 - A42 ANAC-CONG HGTS    (581)","A42v1"
"A46 - A46 ANAC-CONG HGTS    (581)","A46"
"A46 - A46 ANAC-CONG HGTS    (581)","A46v1"
"A48 - A48 ANAC-CONG HGTS    (581)","A48"
"A48 - A48 ANAC-CONG HGTS    (581)","A48v1"
"A4 - A4 ANAC-FORT DRUM    (582)","A4c"
"A4 - A4 ANAC-FORT DRUM    (582)","A4v1"
"A6 - A6 ANAC-CONG HGTS    (581)","A6"
"A6 - A6 ANAC-CONG HGTS    (581)","A6v1"
"A7 - A7 ANAC-CONG HGTS    (581)","A7"
"A8 - A8 ANAC-CONG HGTS    (581)","A8"
"A8 - A8 ANAC-CONG HGTS    (581)","A8v1"
"A9 - A9 MLK AVE LIMITED(111)","A9"
"B2 - B2 BLAD RD-ANACOSTIA (150)","B2"
"B21 - B21 BOWIE STATE UNIV  (20)","B21"
"B22 - B22 BOWIE STATE UNIV  (20)","B22"
"B22 - B22 BOWIE STATE UNIV  (20)","B22v1"
"B24 - B24 BOWIE-BELAIR     (19)","B24"
"B25 - B25 BOWIE-BELAIR     (19)","B25"
"B27 - B27 BOWIE-NEW CARROLL (65)","B27"
"B29 - B29 CROFTON - NEW  CARR (634)","B29"
"B29 - B29 CROFTON - NEW  CARR (634)","B29v1"
"B2 - B2 BLAD RD-ANACOSTIA (150)","B2c"
"B2 - B2 BLAD RD-ANACOSTIA (150)","B2v1"
"B2 - B2 BLAD RD-ANACOSTIA (150)","B2vS1"
"B2 - B2 BLAD RD-ANACOSTIA (150)","B2vS2"
"B30 - B30 GREENBELT-BWI (647)","B30"
"B31 - B31 CROFTON - NEW  CARR (634)","B31"
"B51 - B51 BROOKLAND EDU CAMPUS(513)","B51"
"B8 - B8 FT LINCOLN SHUT   (49)","B8"
"B8 - B8 FT LINCOLN SHUT   (49)","B8c"
"B8 - B8 FT LINCOLN SHUT   (49)","B8v1"
"B9 - B9 FT LINCOLN SHUT   (49)","B9"
"B99 - B99 BLAD OPER SHUT    (514)","B99"
"C11 - C11 CLINTON           (29)","C11"
"C12 - C12 HILLCREST HEIGHTS (63)","C12"
"C13 - C13 CLINTON           (29)","C13"
"C14 - C14 HILLCREST HEIGHTS (63)","C14"
"C2 - C2 GBLT-TWINBROOK    (13)","C2"
"C21 - C21 CENTRAL AVENUE   (152)","C21"
"C21 - C21 CENTRAL AVENUE   (152)","C21c"
"C21 - C21 CENTRAL AVENUE   (152)","C21v1"
"C22 - C22 CENTRAL AVENUE   (152)","C22"
"C22 - C22 CENTRAL AVENUE   (152)","C22v1"
"C26 - C26 CENTRAL AVENUE   (152)","C26"
"C26 - C26 CENTRAL AVENUE   (152)","C26c"
"C27 - C27 CENTRAL AVE EXTRA SERVICE","C27"
"C28 - C28 POINTER RIDGE     (26)","C28"
"C28 - C28 POINTER RIDGE     (26)","C28v1"
"C29 - C29 CENTRAL AVENUE   (152)","C29c"
"C29 - C29 CENTRAL AVENUE   (152)","C29v1"
"C29 - C29 CENTRAL AVENUE   (152)","C29v2"
"C29 - C29 CENTRAL AVENUE   (152)","C29v4"
"C2 - C2 GBLT-TWINBROOK    (13)","C2v1"
"C2 - C2 GBLT-TWINBROOK    (13)","C2v2"
"C2 - C2 GBLT-TWINBROOK    (13)","C2v3"
"C4 - C4 GBLT-TWINBROOK    (13)","C4"
"C40 - C40 CAP HILL CLUSTER  (586)","C40"
"C4 - C4 GBLT-TWINBROOK    (13)","C4c"
"C4 - C4 GBLT-TWINBROOK    (13)","C4cv1"
"C4 - C4 GBLT-TWINBROOK    (13)","C4v2"
"C4 - C4 GBLT-TWINBROOK    (13)","C4v3"
"C8 - C8 COL PK-WHITE FLNT (103)","C8"
"C8 - C8 COL PK-WHITE FLNT (103)","C8v1"
"C8 - C8 COL PK-WHITE FLNT (103)","C8v2"
"C8 - C8 COL PK-WHITE FLNT (103)","C8v3"
"D1 - D1 GLOVER PK-FED TRIANGLE(22)","D1"
"D12 - D12 OXON HILL-SUIT    (584)","D12"
"D12 - D12 OXON HILL-SUIT    (584)","D12v1"
"D12 - D12 OXON HILL-SUIT    (584)","D12v2"
"D13 - D13 OXON HILL-SUIT    (584)","D13"
"D13 - D13 OXON HILL-SUIT    (584)","D13c"
"D14 - D14 OXON HILL-SUIT    (584)","D14"
"D14 - D14 OXON HILL-SUIT    (584)","D14c"
"D14 - D14 OXON HILL-SUIT    (584)","D14v1"
"D2 - D2 GLOV PK-DUP CIRC  (51)","D2"
"D2 - D2 GLOV PK-DUP CIRC  (51)","D2v1"
"D3 - D3 IVY CITY-DUPONT CIRCLE(48)","D3"
"D31 - D31 DEAL JR HI SCH   (517)","D31"
"D32 - D32 DEAL JR HI SCH   (517)","D32"
"D33 - D33 DEAL JR HI SCH   (517)","D33"
"D34 - D34 DEAL JR HI SCH   (517)","D34"
"D3 - D3 IVY CITY-DUPONT CIRCLE(48)","D3c"
"D4 - D4 IVY CITY-FRANKLIN SQUARE(56","D4"
"D5 - D5 MAC BLVD-GEOTOWN  (37)","D5"
"D51 - D51 D ELLINGTON H S   (549)","D51"
"D6 - D6 SIBLEY-STAD ARM   (55)","D6"
"D6 - D6 SIBLEY-STAD ARM   (55)","D6c"
"D6 - D6 SIBLEY-STAD ARM   (55)","D6v1"
"D8 - D8 HOSPITAL CENTER  (45)","D8"
"D8 - D8 HOSPITAL CENTER  (45)","D8c"
"D8 - D8 HOSPITAL CENTER  (45)","D8v1"
"E2 - E2 MIL RD-CROSSTOWN  (77)","E2"
"E2 - E2 MIL RD-CROSSTOWN  (77)","E2cv1"
"E2 - E2 MIL RD-CROSSTOWN  (77)","E2v1"
"E3 - E3 MIL RD-CROSSTOWN  (77)","E3"
"E32 - E32 EASTERN HI SCH    (519)","E32"
"E4 - E4 MIL RD-CROSSTOWN  (77)","E4"
"E4 - E4 MIL RD-CROSSTOWN  (77)","E4v3"
"E6 - E6 CHEVY CHASE       (71)","E6"
"F1 - F1 CHILLUM ROAD     (28)","F1"
"F12 - F12 ARD IND PK SHUT(10)","F12"
"F12 - F12 ARD IND PK SHUT(10)","F12c"
"F13 - F13 CHEV-WASH BUS PK  (149)","F13"
"F13 - F13 CHEV-WASH BUS PK  (149)","F13v1"
"F13 - F13 CHEV-WASH BUS PK  (149)","F13v2"
"F14 - F14 SHER RD-CAP HGTS  (105)","F14"
"F14 - F14 SHER RD-CAP HGTS  (105)","F14v1"
"F2 - F2 CHILLUM ROAD     (28)","F2"
"F2 - F2 CHILLUM ROAD     (28)","F2c"
"F2 - F2 CHILLUM ROAD     (28)","F2v1"
"F4 - F4 NEW CARR - SILVER SPRING(97","F4"
"F4 - F4 NEW CARR - SILVER SPRING(97","F4c"
"F4 - F4 NEW CARR - SILVER SPRING(97","F4v1"
"F6 - F6 NEW CARR - FORT TOTTEN(98)","F6"
"F6 - F6 NEW CARR - FORT TOTTEN(98)","F6cS1"
"F6 - F6 NEW CARR - FORT TOTTEN(98)","F6v1"
"F8 - F8 LANGLEY PARK - CHEVERLY(96)","F8"
"F99 - F99 FMR OPER SHUT (803)","F99"
"F99 - F99 FMR OPER SHUT (803)","F99c"
"F99 - F99 FMR OPER SHUT (803)","F99v1"
"G12 - G12 GREENBELT-NEW CARR(527)","G12"
"G12 - G12 GREENBELT-NEW CARR(527)","G12c"
"G12 - G12 GREENBELT-NEW CARR(527)","G12cv1"
"G12 - G12 GREENBELT-NEW CARR(527)","G12v1"
"G13 - G13 GREENBELT-NEW CARR(527)","G13"
"G14 - G14 GREENBELT-NEW CARR(527)","G14"
"G14 - G14 GREENBELT-NEW CARR(527)","G14v1"
"G16 - G16 GREENBELT-NEW CARR(527)","G16"
"G16 - G16 GREENBELT-NEW CARR(527)","G16v1"
"G2 - G2 P ST-LEDROIT PARK (89)","G2"
"G2 - G2 P ST-LEDROIT PARK (89)","G2cv1"
"G8 - G8 RHODE ISLAND AVE(101)","G8"
"G8 - G8 RHODE ISLAND AVE(101)","G8c"
"G8 - G8 RHODE ISLAND AVE(101)","G8v1"
"H1 - H1 BROOKLAND-POT PK  (62)","H1"
"H11 - H11 MAR HTS-TEMP HILL (73)","H11"
"H12 - H12 MAR HTS-TEMP HILL (73)","H12"
"H12 - H12 MAR HTS-TEMP HILL (73)","H12v1"
"H13 - H13 MAR HTS-TEMP HILL (73)","H13"
"H2 - H2 CROSSTOWN        (35)","H2"
"H3 - H3 CROSSTOWN        (35)","H3"
"H4 - H4 CROSSTOWN        (35)","H4"
"H4 - H4 CROSSTOWN        (35)","H4vS"
"H6 - H6 BROOKLAND-FT LINCOLN(34)","H6"
"H6 - H6 BROOKLAND-FT LINCOLN(34)","H6c"
"H8 - H8 PARK RD-BROOKLAND (91)","H8"
"H9 - H9 PARK RD-BROOKLAND (91)","H9"
"J1 - J1 BETHESDA-SIL SPR  (16)","J1"
"J11 - J11 MARLBORO PIKE    (72)","J11"
"J12 - J12 MARLBORO PIKE    (72)","J12"
"J13 - J13 MARLBORO PIKE    (72)","J13"
"J2 - J2 BETHESDA-SIL SPR  (16)","J2"
"J2 - J2 BETHESDA-SIL SPR  (16)","J2v1"
"J2 - J2 BETHESDA-SIL SPR  (16)","J2v2"
"J3 - J3 BETHESDA-SIL SPR  (16)","J3"
"J3 - J3 BETHESDA-SIL SPR  (16)","J3v2"
"J4 - J4 COLLEGE- PK BETH LIMITED(62","J4"
"J5 - J5 TWINBROOK-SIL SPG (67)","J5"
"J5 - J5 TWINBROOK-SIL SPG (67)","J5c"
"J7 - J7 I-270 EXPRESS     (6)","J7"
"J9 - J9 I-270 EXPRESS     (6)","J9"
"K11 - K11 FORESTVILLE       (47)","K11"
"K12 - K12 FORESTVILLE       (47)","K12"
"K12 - K12 FORESTVILLE       (47)","K12c"
"K12 - K12 FORESTVILLE       (47)","K12v1"
"K12 - K12 FORESTVILLE       (47)","K12v2"
"K13 - K13 FORESTVILLE       (47)","K13"
"K2 - K2 TAKOMA-FT TOTTEN  (583)","K2"
"K6 - K6 NEW HAMP AVE-MD  (85)","K6"
"K6 - K6 NEW HAMP AVE-MD  (85)","K6v1"
"K6 - K6 NEW HAMP AVE-MD  (85)","K6v2"
"K9 - K9 NEW HAMPSHIRE AVE LTD(83)","K9"
"K9 - K9 NEW HAMPSHIRE AVE LTD(83)","K9v1"
"L1 - L1 CONNECTICUT AVE   (32)","L1"
"L2 - L2 CONNECTICUT AVE   (32)","L2"
"L2 - L2 CONNECTICUT AVE   (32)","L2v1"
"L8 - L8 CONN AVE-MD       (33)","L8"
"L99 - L99 CTF SHUTTLE  (518)","L99"
"M2 - M2 FAIR VILL-NAYL RD (64)","M2"
"M2 - M2 FAIR VILL-NAYL RD (64)","M2c"
"M2 - M2 FAIR VILL-NAYL RD (64)","M2v1"
"M31 - M31 MCKINLEY HI SCH (545)","M31"
"M4 - M4 NEBRASKA AVENUE   (84)","M4"
"M4 - M4 NEBRASKA AVENUE   (84)","M4c"
"M4 - M4 NEBRASKA AVENUE   (84)","M4v1"
"M6 - M6 FAIRFAX VILLAGE   (46)","M6"
"M6 - M6 FAIRFAX VILLAGE   (46)","M6c"
"M8 - M8 CONG HTS SHUTTLE  (82)","M8"
"M9 - M9 CONG HTS SHUTTLE  (82)","M9"
"N2 - N2 MASS AVENUE       (75)","N2"
"N3 - N3 MASS AVENUE       (75)","N3"
"N3 - N3 MASS AVENUE       (75)","N3v1"
"N4 - N4 MASS AVENUE       (75)","N4"
"N4 - N4 MASS AVENUE       (75)","N4v1"
"N6 - N6 MASS AVENUE       (75)","N6"
"NH1 - NH1 National Harbor(7)","NH1"
"NH1 - NH1 National Harbor(7)","NH1v1"
"P12 - P12 EASTOVER-ADDISON  (41)","P12"
"P12 - P12 EASTOVER-ADDISON  (41)","P12v1"
"P12 - P12 EASTOVER-ADDISON  (41)","P12v2"
"P12 - P12 EASTOVER-ADDISON  (41)","P12v3"
"P12 - P12 EASTOVER-ADDISON  (41)","P12v4"
"P17 - P17 OXON HILL-FT WASH (88)","P17"
"P18 - P18 OXON HILL-FT WASH (88)","P18"
"P19 - P19 OXON HILL-FT WASH (88)","P19"
"P6 - P6 ANAC-ECKINGTON   (544)","P6"
"P6 - P6 ANAC-ECKINGTON   (544)","P6c"
"P6 - P6 ANAC-ECKINGTON   (544)","P6v1"
"P99 - P99 SO AVE OPERATOR SHUTTLE(5","P99"
"110 - 110 BSI TESTING(999)","PATBL"
"111 - 111 BSI TESTING(999)","PATFM"
"112 - 112 BSI TESTING(999)","PATLA"
"113 - 113 BSI TESTING(999)","PATMG"
"114 - 114 BSI TESTING(999)","PATNO"
"115 - 115 BSI TESTING(999)","PATRO"
"119 - 119 BSI TESTING(999)","PATSH"
"116 - 116 BSI TESTING(999)","PATSO"
"117 - 117 BSI TESTING(999)","PATWN"
"118 - 118 BSI TESTING(999)","PATWO"
"Q1 - Q1 VEIRS MILL RD     (123)","Q1"
"Q2 - Q2 VEIRS MILL RD     (123)","Q2"
"Q2 - Q2 VEIRS MILL RD     (123)","Q2cv1"
"Q2 - Q2 VEIRS MILL RD     (123)","Q2v2"
